Date,Value,Phenologic
2023-05-20,0.13053768355181292,vos_start
2023-11-16,0.12426450151788887,vos_end
2023-07-29,0.8608861037880763,pos
2023-06-12,0.2906103838734954,bos_der
2023-09-08,0.6564569261225085,eos_der
2023-10-13,0.29556943014407683,bos_abs
2023-10-12,0.30076007576269326,eos_abs
,180.0,Days between vos_end and vos_start
,1.0,Days between bos_abs and eos_abs
,0.5653166736439994,NDVI difference between bos_abs and pos
,76.0,Days difference between bos_abs and pos
,146.0,Days difference between vos_start and bos_abs
,0.1650317465922639,NDVI difference between vos_start and bos_abs
,35.0,Days difference between vos_end and eos_abs
,0.560126028025383,NDVI difference between eos_abs and pos
,-75.0,Days difference between eos_abs and pos
,0.1764955742448044,NDVI difference between eos_abs and vos_end
,1.0,Count 85% percentiles days between bos_abs and eos_abs
