id_image,date_image,ndvi_value,evi_value,savitzky_golay,timestamps
20230105T164659_20230105T164700_T15SYV,2023-01-05,0.269226245144064,2.8177142258785386,0.2529843418701676,2023-01-05
,,0.2617113121362082,2.811140455610513,0.25541018632031787,2023-01-06
,,0.2541963791283523,2.8045666853424867,0.2578360307704682,2023-01-07
,,0.24668144612049647,2.797992915074461,0.26026187522061844,2023-01-08
,,0.23916651311264064,2.7914191448064347,0.26268771967076876,2023-01-09
20230110T164651_20230110T164811_T15SYV,2023-01-10,0.2316515801047848,2.784845374538409,0.265113564120919,2023-01-10
,,0.2380122372944673,2.7893801097544344,0.2641949180263694,2023-01-11
,,0.24437289448414978,2.79391484497046,0.2632762719318198,2023-01-12
,,0.25073355167383227,2.7984495801864857,0.2623576258372702,2023-01-13
,,0.2570942088635148,2.802984315402511,0.26143897974272057,2023-01-14
20230115T164629_20230115T164631_T15SYV,2023-01-15,0.2634548660531973,2.8075190506185366,0.26052033364817095,2023-01-15
,,0.26451467776149573,2.805615239647106,0.25680167108374125,2023-01-16
,,0.26557448946979423,2.8037114286756757,0.25308300851931154,2023-01-17
,,0.26663430117809267,2.8018076177042452,0.24936434595488186,2023-01-18
,,0.26769411288639117,2.799903806732815,0.24564568339045217,2023-01-19
20230120T164611_20230120T164959_T15SYV,2023-01-20,0.2687539245946896,2.7979999957613844,0.24192702082602247,2023-01-20
,,0.26461136780128625,2.7968138176649147,0.2413581559009315,2023-01-21
,,0.26046881100788283,2.795627639568445,0.24078929097584054,2023-01-22
,,0.25632625421447947,2.794441461471975,0.24022042605074956,2023-01-23
,,0.2521836974210761,2.793255283375505,0.23965156112565858,2023-01-24
,,0.2480411406276727,2.7920691052790354,0.2390826962005676,2023-01-25
,,0.24389858383426932,2.7908829271825653,0.23851383127547665,2023-01-26
,,0.23975602704086596,2.7896967490860956,0.23794496635038567,2023-01-27
,,0.23561347024746257,2.788510570989626,0.2373761014252947,2023-01-28
,,0.2314709134540592,2.787324392893156,0.23680723650020374,2023-01-29
,,0.22732835666065582,2.7861382147966864,0.23623837157511277,2023-01-30
,,0.22318579986725245,2.7849520367002163,0.2356695066500218,2023-01-31
,,0.21904324307384906,2.7837658586037466,0.23510064172493084,2023-02-01
,,0.21490068628044567,2.782579680507277,0.23453177679983986,2023-02-02
,,0.2107581294870423,2.7813935024108067,0.23396291187474888,2023-02-03
,,0.20661557269363892,2.780207324314337,0.23339404694965793,2023-02-04
,,0.20247301590023553,2.7790211462178673,0.23282518202456695,2023-02-05
,,0.19833045910683217,2.7778349681213976,0.23225631709947597,2023-02-06
,,0.1941879023134288,2.776648790024928,0.231687452174385,2023-02-07
,,0.1900453455200254,2.775462611928458,0.23111858724929404,2023-02-08
20230209T164431_20230209T165046_T15SYV,2023-02-09,0.18590278872662203,2.774276433831988,0.23054972232420307,2023-02-09
,,0.18768797198634457,2.7752271604384373,0.23064373296522764,2023-02-10
,,0.18947315524606712,2.776177887044887,0.23073774360625224,2023-02-11
,,0.19125833850578966,2.7771286136513362,0.2308317542472768,2023-02-12
,,0.1930435217655122,2.7780793402577855,0.2309257648883014,2023-02-13
,,0.19482870502523475,2.7790300668642347,0.23101977552932598,2023-02-14
,,0.1966138882849573,2.7799807934706844,0.23111378617035058,2023-02-15
,,0.19839907154467984,2.7809315200771336,0.23120779681137515,2023-02-16
,,0.20018425480440238,2.781882246683583,0.23130180745239975,2023-02-17
,,0.20196943806412493,2.7828329732900325,0.23139581809342433,2023-02-18
,,0.20375462132384747,2.783783699896482,0.2314898287344489,2023-02-19
,,0.20553980458357002,2.784734426502931,0.2315838393754735,2023-02-20
,,0.20732498784329256,2.7856851531093803,0.23167785001649807,2023-02-21
,,0.20911017110301514,2.78663587971583,0.23177186065752267,2023-02-22
,,0.21089535436273768,2.787586606322279,0.23186587129854724,2023-02-23
,,0.21268053762246023,2.7885373329287284,0.23195988193957184,2023-02-24
,,0.21446572088218277,2.789488059535178,0.23205389258059642,2023-02-25
,,0.21625090414190531,2.7904387861416273,0.23214790322162102,2023-02-26
,,0.21803608740162786,2.7913895127480766,0.2322419138626456,2023-02-27
,,0.2198212706613504,2.792340239354526,0.23233592450367016,2023-02-28
,,0.22160645392107295,2.7932909659609755,0.23242993514469476,2023-03-01
,,0.2233916371807955,2.7942416925674247,0.23252394578571933,2023-03-02
,,0.22517682044051804,2.795192419173874,0.23261795642674393,2023-03-03
,,0.22696200370024058,2.7961431457803236,0.2327119670677685,2023-03-04
,,0.22874718695996313,2.797093872386773,0.2328059777087931,2023-03-05
,,0.23053237021968567,2.798044598993222,0.23289998834981768,2023-03-06
,,0.23231755347940822,2.798995325599672,0.23299399899084228,2023-03-07
,,0.23410273673913076,2.799946052206121,0.23308800963186685,2023-03-08
,,0.2358879199988533,2.8008967788125703,0.23318202027289142,2023-03-09
,,0.23767310325857585,2.8018475054190195,0.23327603091391602,2023-03-10
,,0.23945828651829842,2.802798232025469,0.2333700415549406,2023-03-11
,,0.24124346977802097,2.8037489586319184,0.2334640521959652,2023-03-12
,,0.24302865303774351,2.8046996852383677,0.23355806283698977,2023-03-13
,,0.24481383629746606,2.8056504118448173,0.23365207347801437,2023-03-14
,,0.2465990195571886,2.8066011384512666,0.23374608411903894,2023-03-15
,,0.24838420281691115,2.807551865057716,0.23384009476006354,2023-03-16
,,0.2501693860766337,2.808502591664165,0.2339341054010881,2023-03-17
,,0.25195456933635624,2.8094533182706147,0.23402811604211268,2023-03-18
,,0.2537397525960788,2.810404044877064,0.23412212668313728,2023-03-19
,,0.2555249358558013,2.811354771483513,0.23421613732416185,2023-03-20
,,0.25731011911552387,2.812305498089963,0.23431014796518645,2023-03-21
,,0.2590953023752464,2.813256224696412,0.23440415860621103,2023-03-22
,,0.26088048563496896,2.8142069513028614,0.23449816924723563,2023-03-23
,,0.2626656688946915,2.8151576779093106,0.2345921798882602,2023-03-24
,,0.26445085215441405,2.8161084045157603,0.2346861905292848,2023-03-25
20230326T163839_20230326T164123_T15SYV,2023-03-26,0.2662360354141366,2.8170591311222095,0.23478020117030937,2023-03-26
,,0.26450078969656715,2.815832265131149,0.23492329069833087,2023-03-27
,,0.2627655439789977,2.814605399140089,0.23506638022635234,2023-03-28
,,0.26103029826142826,2.813378533149028,0.23520946975437385,2023-03-29
,,0.2592950525438588,2.8121516671579676,0.23535255928239535,2023-03-30
,,0.2575598068262894,2.8109248011669075,0.23549564881041682,2023-03-31
,,0.25582456110871993,2.809697935175847,0.23563873833843832,2023-04-01
