date,mean_precipitation,temperature_2m_max,surface_net_solar_radiation_sum,cumulative_precipitation
2023-01-01,0.058698654072486534,20.363198852539085,9719142.0,0.0
2023-01-02,11.721241474049293,20.228356933593773,1977292.0,0.0
2023-01-03,36.50023312121675,22.338555908203148,5024896.0,0.0
2023-01-04,0.001720861632747983,18.948602294921898,10439304.0,0.0
2023-01-05,0.0017106532936850272,12.03247985839846,10699524.0,0.0
2023-01-06,0.04575550542540441,12.423425292968773,9797590.0,0.0
2023-01-07,3.198743818757066,15.205926513671898,1441888.0,0.0
2023-01-08,0.8957982063293457,13.83387145996096,8651498.0,0.0
2023-01-09,0.0012904404798064206,12.426232910156273,10082636.0,0.0
2023-01-10,0.0004351138045421976,16.390161132812523,10360424.0,0.0004351138045421976
2023-01-11,0.1027137041091919,21.300515747070335,7547878.0,0.10314881791373409
2023-01-12,8.064627647399902,18.52106628417971,4648640.0,8.167776465313636
2023-01-13,0.00571310516761514,7.176492309570335,6565346.0,8.173489570481252
2023-01-14,0.0,6.77222595214846,11352068.0,8.173489570481252
2023-01-15,0.0013049809126641776,12.881982421875023,11204416.0,8.174794551393916
2023-01-16,0.6449750098909135,15.953027343750023,1326544.0,8.81976956128483
2023-01-17,2.553182840244972,20.07148132324221,7037294.0,11.372952401529801
2023-01-18,5.689078569407258,20.23334655761721,3604426.0,17.06203097093706
2023-01-19,10.211494564941859,18.295373535156273,11625252.0,27.273525535878917
2023-01-20,0.001722275101201376,9.53620300292971,11636004.0,27.27524781098012
2023-01-21,0.0004351138045421976,10.036248779296898,8804312.0,27.27568292478466
2023-01-22,4.609540104866028,9.343667602539085,6251598.0,31.88522302965069
2023-01-23,1.7819225788002768,8.095269775390648,9266578.0,33.667145608450966
2023-01-24,2.8795480727126233,9.464532470703148,6257814.0,36.54669368116359
2023-01-25,15.688213705914222,6.726251220703148,4912206.0,52.23490738707781
2023-01-26,0.19260179459479332,6.073876953125023,9109970.0,52.427509181672605
2023-01-27,0.003820657639153069,13.24042663574221,12501330.0,52.43132983931176
2023-01-28,0.94199180597343,10.348916625976585,3371022.0,53.37332164528519
2023-01-29,12.40051251835439,14.408441162109398,2650100.0,65.77383416363958
2023-01-30,4.198268003108296,12.622521972656273,2442736.0,69.97210216674787
2023-01-31,15.83775585118019,1.6424804687500227,1924330.0,85.80985801792806
2023-02-01,3.8996904308987723,0.36185607910158524,5194320.0,89.70954844882684
2023-02-02,7.180315256107406,2.2441955566406477,3636450.0,96.88986370493424
2023-02-03,0.0016689300537109375,3.6527496337890852,13304928.0,96.89153263498795
2023-02-04,0.0,8.482141113281273,9785206.0,96.89153263498795
2023-02-05,0.001267870288756967,15.529107666015648,13155808.0,96.89280050527671
2023-02-06,0.0004351138045421976,18.450051879882835,12595458.0,96.89323561908125
2023-02-07,0.0039011239891806326,19.782632446289085,10762586.0,96.89713674307043
2023-02-08,5.113968253130707,19.928140258789085,3182938.0,102.01110499620114
2023-02-09,16.6766792534645,18.841287231445335,13989020.0,118.68778424966564
2023-02-10,0.001463293926917686,12.048791503906273,10217078.0,118.68924754359256
2023-02-11,0.28856649635145004,9.44422302246096,11720084.0,118.97781403994401
2023-02-12,0.0,12.939126586914085,14857636.0,118.97781403994401
2023-02-13,0.0,17.293313598632835,14466846.0,118.97781403994401
2023-02-14,4.794400603145732,16.739953613281273,6524774.0,123.77221464308974
2023-02-15,3.6093501769869363,22.004998779296898,9519894.0,127.38156482007668
2023-02-16,12.898983396553376,19.261163330078148,4420198.0,140.28054821663005
2023-02-17,0.06720423698425293,11.94361267089846,15117124.0,140.3477524536143
2023-02-18,0.0021583064722108247,11.204583740234398,15487110.0,140.34991076008652
2023-02-19,0.0017306896324953414,16.147927856445335,13179654.0,140.351641449719
2023-02-20,0.0,21.519754028320335,10481230.0,140.351641449719
