Date,Value,Phenologic
2023-05-25,0.16502831781886734,vos_start
2023-10-22,0.16112502111655286,vos_end
2023-07-29,0.9038035136639174,pos
2023-06-27,0.5202589101415811,bos_der
2023-09-18,0.6745844207447048,eos_der
2023-10-03,0.29422586124912964,bos_abs
2023-06-06,0.2974268536429996,eos_abs
,150.0,Days between vos_end and vos_start
,119.0,Days between bos_abs and eos_abs
,0.6095776524147878,NDVI difference between bos_abs and pos
,66.0,Days difference between bos_abs and pos
,131.0,Days difference between vos_start and bos_abs
,0.1291975434302623,NDVI difference between vos_start and bos_abs
,138.0,Days difference between vos_end and eos_abs
,0.6063766600209178,NDVI difference between eos_abs and pos
,53.0,Days difference between eos_abs and pos
,0.13630183252644673,NDVI difference between eos_abs and vos_end
,18.0,Count 85% percentiles days between bos_abs and eos_abs
