Date,Value,Phenologic
2023-07-29,0.16987263946569714,vos_start
2023-12-06,0.23626937032043127,vos_end
2023-09-07,0.7917319495621363,pos
2023-08-24,0.3311463709515475,bos_der
2023-09-18,0.7122927115214618,eos_der
2023-11-07,0.2955650132550779,bos_abs
2023-11-06,0.3012786296853087,eos_abs
,130.0,Days between vos_end and vos_start
,1.0,Days between bos_abs and eos_abs
,0.49616693630705844,NDVI difference between bos_abs and pos
,61.0,Days difference between bos_abs and pos
,101.0,Days difference between vos_start and bos_abs
,0.12569237378938075,NDVI difference between vos_start and bos_abs
,30.0,Days difference between vos_end and eos_abs
,0.4904533198768276,NDVI difference between eos_abs and pos
,-60.0,Days difference between eos_abs and pos
,0.06500925936487745,NDVI difference between eos_abs and vos_end
,1.0,Count 85% percentiles days between bos_abs and eos_abs
