Date,Value,Phenologic
2023-04-20,0.2557442261919437,vos_start
2023-11-16,0.19617030496523497,vos_end
2023-07-29,0.7644142553907227,pos
2023-05-26,0.31863444460733015,bos_der
2023-10-13,0.46256987649365855,eos_der
2023-11-03,0.30245485063376215,bos_abs
2023-05-13,0.2990314595135812,eos_abs
,210.0,Days between vos_end and vos_start
,174.0,Days between bos_abs and eos_abs
,0.46195940475696057,NDVI difference between bos_abs and pos
,97.0,Days difference between bos_abs and pos
,197.0,Days difference between vos_start and bos_abs
,0.04671062444181845,NDVI difference between vos_start and bos_abs
,187.0,Days difference between vos_end and eos_abs
,0.46538279587714154,NDVI difference between eos_abs and pos
,77.0,Days difference between eos_abs and pos
,0.10286115454834621,NDVI difference between eos_abs and vos_end
,27.0,Count 85% percentiles days between bos_abs and eos_abs
